,,"yaitu",null
1710,PERSON|OTHER,"4,7 persen,",null
,,"dengan NPL yang",null
1711,OTHER|THINGS,"kurang dari 5 persen",null
,,"tersebut,",null
1712,ORGANIZATION,"bank Mandiri",null
,,"siap untuk mengembangkan",null
1713,OTHER,"bisnis",null
,,"dan melakukan",null
1714,OTHER,"merger maupun akuisisi.",null
1715,ORGANIZATION,"Bank Mandiri",null
,,"punya",null
1716,PERSON,"5 strategi bisnis",null
,,"dan berusaha mencapai pangsa pasar",null
1717,NUM|OTHER,"20 persen hingga 30 persen",null
,,"dari",null
1718,OTHER,"' revenue pool '",null
,,"di",null
1719,OTHER,"masing-masing segmen,",null
,,"kata",null
1720,OTHER,"nya.",null
,,"Meski telah merencanakan untuk",null
1721,OTHER,"merger",null
,,"dan mengakuisisi perusahaan",null
1722,OTHER,"multifinance,",null
1723,PERSON,"Agus",1681
,,"enggan mengemukakan lebih lanjut perihal rencana",null
1724,THINGS,"nya",null
,,"tersebut.",null
1725,PERSON,"Kita",null
,,"tunggu saja, kata",null
1726,OTHER,"nya.",null
,,"Sementara",null
1727,OTHER,"itu,",null
,,"menurut",null
1728,TITLE|OTHER,"Menteri Negara BUMN,",1694
1729,OTHER,"Sugiharto,",1695
1730,ORGANIZATION,"Bank Mandiri",1680
,,"adalah bank yang berhasil menurunkan NPL",null
1731,OTHER,"nya",null
,,"dari",null
1732,PERSON,"16,17 persen",null
,,"atau",null
1733,THINGS|NUM,"Rp 16,2 triliun",null
,,"pada",null
1734,TIME,"2005",null
,,"menjadi",null
1735,NUM|THINGS,"6,06 persen",null
,,"atau",null
1736,THINGS|NUM,"sebesar Rp 6,6 triliun",null
,,"pada",null
1737,TIME,"tahun 2006.",null
,,"Pada",null
1738,OTHER,"2006,",null
1739,ORGANIZATION,"Bank Mandiri",1680|1706
,,"berhasil memperoleh penghargaan",null
1740,THINGS,"The Best Overall for Corporate Governance Award",null
,,"dan",null
1741,THINGS,"The Best Disclosure and Transparency",null
,,"dari",null
1742,LOCATION|OTHER,"Asia Money.",null
1743,TITLE,"Meneg Perencanaan Pembangunan Nasional/",null
1744,OTHER|TITLE,"Kepala Bappenas,",null
1745,TITLE|PERSON,"Paskah Suzetta",null
,,"direncanakan mengadakan",null
1746,OTHER,"sejumlah pertemuan,",null
,,"di antara",null
1747,OTHER,"nya",null
,,"dengan",null
1748,OTHER|TITLE|FACILITY,"Presiden Bank Dunia,",null
1749,FACILITY,"Paul Wolfowitz",null
,,"dalam",null
1750,OTHER|FACILITY,"Spring Meeting",null
1751,FACILITY,"Dana Moneter Internasional/",null
1752,FACILITY|OTHER,"Bank Dunia",null
1753,ORGANIZATION,"IMF/ WB",null
1754,ORGANIZATION|OTHER,"pekan ini",null
,,"di",null
1755,ORGANIZATION|OTHER,"Washington AS.",null
,,"Salah satu",null
1756,NUM,"nya",null
1757,TITLE,"Pak Menteri",null
,,"bakal ketemu dengan",null
1758,LOCATION|OTHER,"Paul Wolfowitz,",null
,,"tentu saja ditemani oleh",null
1759,PERSON|OTHER,"James Adams,",null
1760,PERSON,"Vice President",null
1761,FACILITY,"Bank Dunia",null
,,"untuk",null
1762,LOCATION|OTHER,"Asia Pasifik,",null
,,"kata",null
1763,TITLE|OTHER,"Sekretaris Utama Bappenas,",null
1764,PERSON,"Syahrial Loetan",null
,,"di",null
1765,OTHER,"Jakarta,",1696
1766,OTHER,"Jumat.",null
1767,PERSON,"Dia",null
,,"menjelaskan dalam",null
1768,OTHER,"pertemuan itu,",null
1769,TITLE|ORGANIZATION,"Meneg PPN",null
,,"akan menyampaikan",null
1770,OTHER,"kondisi terakhir",null
,,"di",null
1771,LOCATION,"Indonesia",null
,,"yang mengalami",null
1772,OTHER,"banyak bencana",null
,,"pada",null
1773,OTHER|TIME,"awal tahun 2007",null
,,"sehingga akan ada",null
1774,OTHER,"kenaikan defisit",null
,,"dan kemungkinan meminta",null
1775,OTHER|THINGS,"bantuan pinjaman",null
,,"berbunga rendah kepada",null
1776,ORGANIZATION|OTHER,"Bank Dunia.",null
1777,TITLE|PERSON,"Pak Adams",null
1778,PERSON,"kemarin",null
,,"sudah beri petunjuk kalau",null
1779,OTHER,"dia",null
,,"akan membantu",null
1780,LOCATION,"Indonesia",null
,,"yang ingin meminta",null
1781,EVENT,"IDA",null
1782,EVENT,"International Development Assistance",null
,,"-",null
1783,EVENT,"red",null
,,"yang berbunga rendah, tapi",null
1784,OTHER,"kita",null
,,"tahu",null
1785,OTHER,"diri",1706|1739
,,"juga.",null
1786,OTHER,"Kita",null
,,"kan sudah masuk",null
1787,OTHER|EVENT,"' middle income countries,",null
,,"jadi jangan-jangan susah.",null
,,"Namun,",null
1788,OTHER,"dia",null
,,"menambahkan kemungkinan mengajukan pinjaman berbunga rendah ke",null
1789,ORGANIZATION,"Bank Dunia",null
,,"hanya sebagai",null
1790,OTHER,"tindakan antisipasi.",null
1791,EVENT,"Bunga pinjaman",null
1792,ORGANIZATION,"IDA",null
1793,OTHER|THINGS,"hanya sekitar - 2 persen",null
,,"per",null
1794,OTHER,"tahun.",null
1795,OTHER,"Kita",null
,,"pengen menunjukkan kayak-kayaknya nih kalau",null
1796,OTHER,"besok",null
,,"susah,",null
1797,OTHER,"kita",null
,,"mau minjam ke",null
1798,ORGANIZATION|OTHER,"Bank Dunia,",1748|1752
,,"tutur",null
1799,OTHER,"nya.",null
,,"Kehadiran",null
1800,TITLE|ORGANIZATION,"Meneg PPN/",null
1801,OTHER|TITLE,"Kepala Bappenas",null
1802,ORGANIZATION,"sendiri",null
,,"di pertemuan tahunan",null
1803,OTHER|ORGANIZATION,"IMF/ WB",1753
,,"itu sebagai",null
1804,OTHER,"Alternate Governor",null
1805,FACILITY,"Bank Dunia",1748|1752|1761
,,"di",null
1806,FACILITY,"Indonesia,",null
,,"sedangkan",null
1807,OTHER,"Governor",null
1808,OTHER|PERSON,"Bank Dunia",1748|1752|1776|1805
,,"di",null
1809,PERSON,"Indonesia",1806
,,"adalah",null
1810,LOCATION|OTHER|TITLE|PERSON,"Menkeu Sri Mulyani Indrawati.",null
1811,LOCATION,"Jepang",null
,,"menghibahkan",null
1812,NUM|ORGANIZATION,"1 juta dolar AS",null
,,"yang berasal dari",null
1813,LOCATION,"Policy and Human Resource Development",null
1814,LOCATION,"PHRD",null
1815,LOCATION|OTHER,"Trust Fund,",null
,,"untuk mendukung penguatan",null
1816,OTHER,"sistem administrasi perpajakan",null
,,"dan",null
1817,OTHER,"perbaikan pelayanan.",null
1818,EVENT,"Sistem administrasi perpajakan",null
,,"adalah",null
1819,OTHER,"faktor kunci",null
,,"dalam upaya memperbaiki",null
1820,OTHER,"iklim investasi",null
,,"dan memobilisasi",null
1821,OTHER,"pendanaan",null
,,"untuk",null
1822,OTHER,"pembangunan.",null
1823,TITLE,"Jepang",null
,,"tetap berkomitmen untuk membantu",null
1824,OTHER|LOCATION,"pemerintah Indonesia",1771|1780
,,"memperbaiki sistem pajak",null
1825,OTHER,"mereka,",null
,,"kata",null
1826,PERSON|OTHER,"Ken Okinawa,",null
,,"pejabat",null
1827,ORGANIZATION,"Kedutaan Besar Jepang",1823
,,"di",null
1828,LOCATION,"Jakarta",null
,,"dalam siaran pers",null
1829,ORGANIZATION,"Bank Dunia",1776|1789
,,"yang diterima",null
1830,OTHER,"ANTARA,",null
1831,OTHER,"Jumat.",1766
,,"Sedangkan",null
1832,TITLE|OTHER,"Dirjen Pajak Depkeu,",null
1833,PERSON,"Darmin Nasution",null
,,"mengatakan pihak",null
1834,OTHER,"nya",null
,,"menyambut baik",null
1835,OTHER,"dukungan masyarakat internasional",null
,,"terhadap",null
1836,OTHER,"reformasi perpajakan",null
,,"yang tengah dilakukan pihak",null
1837,OTHER,"nya.",null
1838,EVENT,"Hibah",null
,,"dari",null
1839,LOCATION,"Jepang",null
,,"akan digunakan untuk membiayai",null
1840,OTHER|ORGANIZATION,"sebuah kajian",null
,,"atas praktik",null
1841,OTHER,"kami",null
,,"selama",null
1842,OTHER,"ini",null
,,"dan membuat",null
1843,OTHER,"sebuah rencana reformasi",null
,,"yang komprehensif dalam bidang",null
1844,THINGS|OTHER,"proses bisnis,",null
1845,THINGS,"IT",null
,,"dan",null
1846,THINGS|OTHER,"pengembangan sumber daya,",null
,,"kata",null
1847,OTHER,"Darmin.",null
1848,TIME,"Saat ini,",null
1849,TIME,"Jepang",null
,,"tengah berkolaborasi dengan",null
1850,ORGANIZATION,"Bank Dunia",1776|1789|1798
,,"membantu",null
1851,THINGS,"Ditjen Pajak",null
,,"dalam modernisasi rencana untuk mendukung reformasi",null
1852,OTHER,"lembaga dan organisasi,",null
,,"kemampuan",null
1853,OTHER,"IT,",null
,,"dan",null
1854,OTHER|THINGS,"manajemen sumber daya manusia.",null
1855,OTHER,"Pejabat sementara",null
1856,TITLE,"Country Director",null
1857,ORGANIZATION,"Bank Dunia",1776|1789|1798
,,"untuk",null
1858,OTHER,"Indonesia,",null
1859,PERSON,"Joel Hellman",null
,,"menganggap bahwa",null
1860,OTHER|LOCATION,"pemerintah Indonesia",1771|1780
,,"telah melakukan",null
1861,OTHER,"awalan yang sangat baik",null
,,"dalam",null
1862,OTHER|ORGANIZATION,"agenda reformasi pajak.",null
1863,ORGANIZATION,"Pemerintah",null
,,"akan terus menjaga",null
1864,OTHER|THINGS,"ketahanan fiskal",null
,,"Indonesia atas kemungkinan terjadinya",null
1865,OTHER|EVENT,"over exposure",null
1866,EVENT,"paparan berlebihan",null
1867,EVENT,"ekonomi Indonesia",null
,,"dari",null
1868,EVENT,"pihak luar",null
,,"dengan",null
1869,EVENT,"cara",null
,,"terus memonitor",null
1870,OTHER,"seluruh pinjaman luar negeri",null
,,"mengingat banyak",null
1871,OTHER,"nya",null
,,"perusahaan swasta yang",null
1872,OTHER,"kini",null
,,"sedang melirik",null
1873,OTHER,"pembiayaan luar negeri.",null
1874,OTHER,"Ini",null
,,"akan mempengaruhi neraca pembayaran",null
1875,OTHER,"kita.",null
,,"Karena",null
1876,OTHER,"itu",null
,,"perlu",null
1877,OTHER,"kita",null
,,"monitor dengan baik, kata",null
1878,TITLE,"Gubernur BI,",null
1879,PERSON,"Burhanuddin Abdullah",null
,,"usai",null
1880,OTHER,"rapat koordinasi terbatas",null
1881,OTHER,"rakortas",null
,,"membahas",null
1882,OTHER,"exposure",null
,,"ekonomi Indonesia terhadap",null
1883,OTHER,"luar negeri",null
,,"di",null
1884,OTHER|LOCATION,"Gedung Depkeu Jakarta,",1765|1828
1885,OTHER,"Senin.",null
1886,OTHER,"Dia",null
,,"mengatakan, rakortas yang dihadiri",null
1887,OTHER,"seluruh",null
,,"pengambil",null
1888,OTHER|THINGS,"kebijakan moneter dan fiskal",null
,,"itu belum menentukan apakah",null
1889,ORGANIZATION,"Tim Koordinasi",null
1890,ORGANIZATION,"Pinjaman Komersial Luar Negeri",null
1891,OTHER,"PKLN.",null
1892,EVENT|OTHER,"Pembahasan tadi",null
,,"masih dalam",null
1893,OTHER,"tahap awal.",null
,,"Pertanyaan",null
1894,OTHER,"nya",null
,,"apakah",null
1895,OTHER,"kita",null
,,"masih meneruskan",null
1896,OTHER,"tim itu,",null
,,"kata",null
1897,OTHER,"Gubernur.",1878
1898,PERSON,"Burhanuddin",null
,,"menegaskan",null
1899,OTHER,"rakortas",null
,,"sama sekali tidak dibahas",null
1900,OTHER|THINGS,"adanya pembatasan pinjaman",null
,,"yang dilakukan oleh swasta, termasuk",null
1901,OTHER,"BUMN.",null
,,"Menurut",null
1902,OTHER,"data BI,",null
,,"outstanding",null
1903,OTHER|THINGS,"pinjaman LN",null
,,"Indonesia, termasuk",null
1904,OTHER,"pemerintah",1824|1860
,,"dan swasta, pada",null
1905,OTHER|TIME,"tahun 2006",null
,,"berada pada",null
1906,OTHER,"trend",null
,,"yang menurun hingga mencapai",null
1907,PERSON,"125,257 miliar dolar AS",null
,,"per",null
1908,PERSON|OTHER,"Desember 2006.",null
,,"Sedangkan outstanding",null
1909,OTHER|ORGANIZATION,"pinjaman LN",null
,,"pada",null
1910,OTHER|LOCATION,"akhir triwulan I/ 2006",null
,,"mencapai",null
1911,NUM,"134,627 miliar dolar AS,",null
,,"turun menjadi",null
1912,OTHER|PERSON,"129,934 miliar dolar AS",null
,,"pada",null
1913,OTHER|TITLE,"akhir triwulan II/ 2006,",null
,,"dan menjadi",null
1914,OTHER|PERSON,"127,528 miliar dolar AS",null
,,"pada",null
1915,PERSON|OTHER,"akhir triwulan III/ 2006.",null
1916,ORGANIZATION|PERSON,"PT Astra Otoparts Tbk",null
,,"menjual kepemilikan saham",null
1917,OTHER,"nya",null
,,"di",null
1918,ORGANIZATION|LOCATION,"PT Exedy Indonesia",null
1919,OTHER|PERSON,"sebanyak 7.072 saham",null
,,"dengan",null
1920,OTHER,"harga",null
1921,NUM,"Rp 1.835.000",null
,,"per",null
1922,THINGS,"saham",null
,,"atau total",null
1923,THINGS,"nya",null
1924,OTHER|THINGS|NUM,"senilai Rp 12,977 miliar",null
,,"kepada",null
1925,ORGANIZATION,"Exedy Corporation",null
,,"yang berkedudukan di",null
1926,OTHER,"Jepang.",null
1927,OTHER,"Kami",null
,,"telah menandatangani",null
1928,OTHER,"perjanjian pengikatan",null
,,"untuk penjualan",null
1929,OTHER,"seluruh saham",null
,,"milik",null
1930,ORGANIZATION,"PT Astra Otoparts",null
,,"di",null
1931,ORGANIZATION,"PT Exedy Indonesia",null
,,"kepada",null
1932,LOCATION|OTHER,"Exedy Corporation,",null
,,"kata",null
1933,TITLE|ORGANIZATION|OTHER,"Sekretaris Perusahaan Astra Otoparts,",null
1934,PERSON,"Kartina Rahayu",null
,,"di",null
1935,OTHER,"Jakarta,",1884
1936,OTHER,"Senin.",1885
,,"Menurut",null
1937,OTHER,"dia,",null
1938,OTHER,"penjualan saham tersebut",null
,,"akan berlaku efektif apabila syarat-syarat sebagaimana termuat dalam",null
1939,OTHER,"perjanjian pengikatan jual beli saham",null
,,"telah terpenuhi.",null
1940,OTHER,"Dia",null
,,"mengatakan",null
1941,OTHER,"transaksi tersebut",null
,,"tidak mengandung",null
1942,OTHER,"unsur benturan kepentingan",null
,,"dilihat dari sisi",null
1943,OTHER,"direksi,",null
1944,THINGS,"komisaris",null
,,"dan",null
1945,THINGS|OTHER,"pemegang saham utama.",null
,,"Lagi pula nilai",null
1946,OTHER,"nya",null
1947,OTHER,"tidak cukup material",null
,,"yakni",null
1948,OTHER|NUM,"kurang 10 persen",null
,,"dari",null
1949,OTHER,"pendapatan",null
,,"dan",null
1950,NUM,"20 persen",null
,,"dari",null
1951,OTHER,"ekuitas,",null
,,"tambah",null
1952,OTHER,"nya.",null
1953,TITLE|PERSON,"Menkeu Sri Mulyani Indrawati",null
,,"membebaskan",null
1954,OTHER,"tarif akhir",null
1955,OTHER,"bea masuk",null
1956,ORGANIZATION,"BM",null
,,"atas",null
1957,OTHER,"impor bahan baku",null
,,"untuk",null
1958,ORGANIZATION|OTHER,"pembuatan komponen kendaraan bermotor",null
,,"oleh",null
1959,OTHER|ORGANIZATION,"industri komponen kendaraan bermotor.",null
1960,OTHER,"Ketentuan tersebut",null
,,"diatur dalam",null
1961,THINGS|TIME|LOCATION|OTHER,"Permenkeu No. 34/ PMK.011/ 2007",null
,,"tanggal 3 April 2007 dan mulai berlaku",null
1962,OTHER,"30 hari",null
,,"setelah ditetapkan selama",null
1963,OTHER,"satu tahun",null
,,"sejak tanggal berlaku.",null
1964,OTHER,"Dia",null
,,"menambahkan,",null
1965,OTHER|FACILITY,"permohonan pembebasan BM",null
,,"harus diajukan kepada",null
1966,TITLE|ORGANIZATION,"Dirjen Bea Cukai Depkeu",null
,,"dengan melampirkan antara lain NPWP ;",null
1967,OTHER,"surat izin usaha",null
,,"dari",null
1968,OTHER,"departemen/ instansi",null
,,"terkait ; daftar",null
1969,FACILITY,"jumlah,",null
1970,FACILITY,"jenis spesifikasi",null
,,"dan",null
1971,FACILITY,"harga barang",null
,,"; dan",null
1972,FACILITY,"keterangan verifikasi",null
,,"oleh",null
1973,OTHER,"surveyor",null
,,"yang ditunjuk",null
1974,OTHER,"pemerintah.",1860
1975,ORGANIZATION,"Perusahaan alat berat",null
1976,ORGANIZATION|PERSON,"PT United Tractors Tbk",null
1977,PERSON,"UNTR",null
,,"melalui anak perusahaan yang dimiliki sepenuh",null
1978,OTHER,"nya",null
,,"oleh",null
1979,OTHER,"perseroan,",null
,,"yaitu",null
1980,ORGANIZATION|PERSON,"PT Pamapersada Nusantara Pama",null
,,"membeli",null
1981,PERSON|TITLE,"99 persen kepemilikan saham",null
1982,TITLE|PERSON,"Dynamics Acres Sdn Bhd",null
1983,PERSON,"DASB",null
,,"pada sebuah",null
1984,ORGANIZATION,"perusahaan pertambangan batu bara",null
1985,ORGANIZATION|PERSON,"PT Dasa Eka Jasatama",null
1986,PERSON,"DEJ",null
,,"dengan",null
1987,OTHER,"nilai maksimal",null
1988,NUM|THINGS|OTHER,"19,50 juta dolar AS.",null
1989,OTHER,"Sebagian",null
,,"dari",null
1990,OTHER,"jumlah nilai transaksi",null
,,"tersebut, yaitu",null
1991,OTHER|NUM|ORGANIZATION,"sebesar 14,40 juta dolar AS",null
,,"akan diberikan",null
1992,OTHER,"terlebih dahulu",null
,,"dalam bentuk",null
1993,OTHER,"suatu",null
1994,OTHER,"bank guarantee",null
,,"yang pencairan",null
1995,OTHER,"nya",null
,,"kepada",null
1996,ORGANIZATION,"DASB",null
,,"akan tunduk pada",null
1997,OTHER,"ketentuan dan persyaratan",null
,,"yang diatur dalam",null
1998,OTHER,"perjanjian jual beli saham,",null
,,"kata",null
1999,TITLE|ORGANIZATION|OTHER,"Wakil Presdir UNTR,",null
2000,PERSON|OTHER,"Djoko Pranoto,",null
,,"dalam laporan",null
2001,OTHER,"nya",null
,,"kepada",null
2002,TITLE|LOCATION,"Bursa Efek Surabaya",null
2003,PERSON,"BES",null
,,"di",null
2004,OTHER,"Jakarta,",1884|1935
2005,OTHER,"Jumat.",null
,,"Menurut",null
2006,OTHER,"nya,",null
,,"transaksi pembelian",null
2007,OTHER|ORGANIZATION,"saham DEJ",null
,,"tunduk pada",null
2008,OTHER,"ketentuan-ketentuan dan persyaratan-persyaratan",null
,,"dalam",null
2009,LOCATION,"Shares Sales Agreement",null
2010,LOCATION,"SSA",null
,,"yang telah ditandatangani pada",null
2011,TIME,"30 April 2007",null
,,"lalu oleh",null
2012,OTHER,"para pihak",null
,,"dan akan efektif setelah terpenuhinya",null
2013,OTHER,"seluruh",null
2014,OTHER,"syarat-syarat tangguh",null
2015,OTHER,"conditions precedent",null
,,"sebagaimana dipersyaratkan dalam",null
2016,OTHER,"SSA.",2010
,,"Apabila",null
2017,PERSON,"syarat-syarat tangguh",null
,,"dalam",null
2018,LOCATION,"SSA",null
,,"dapat terpenuhi dalam",null
2019,OTHER,"jangka waktu",null
2020,TIME,"9 bulan",null
,,"atau perpanjangan",null
2021,OTHER,"nya",null
,,",kata",null
2022,OTHER,"dia,",null
,,"maka",null
2023,PERSON,"Pama",null
,,"akan memiliki",null
2024,OTHER|ORGANIZATION,"saham DEJ",null
,,"dan secara tidak langsung akan turut memiliki",null
2025,OTHER,"seluruh aset",null
,,"yang dimiliki",null
2026,OTHER,"DEJ.",null
,,"Sebagai",null
2027,OTHER,"bagian",null
,,"dari",null
2028,OTHER,"kesepakatan,",null
2029,PERSON,"Pama",null
,,"akan membantu penyelesaian",null
2030,OTHER|THINGS,"kewajiban DEJ",null
,,"kepada",null
2031,TIME,"pihak ketiga",null
,,"sampai dengan jumlah",null
2032,NUM|OTHER,"11 juta dolar AS,",null
,,"tambah",null
2033,OTHER,"nya.",null
,,"Dikatakan",null
2034,THINGS,"nya,",null
2035,THINGS|OTHER,"penandatanganan SSA ini",null
,,"sekaligus merupakan",null
2036,OTHER,"bagian",null
,,"dari",null
2037,OTHER,"rencana komprehensif",null
,,"Pama terkait dengan",null
2038,OTHER|FACILITY,"upaya penyelesaian",null
2039,FACILITY,"piutang DEJ",null
,,"kepada",null
2040,LOCATION,"Pama",null
,,"dan akuisisi sebelum",null
2041,OTHER,"nya",null
,,"atas",null
2042,OTHER,"konsesi-konsesi tambang,",null
,,"perusahaan",null
2043,OTHER|THINGS,"pemegang hak penambangan",null
,,"dan",null
2044,THINGS|OTHER,"perusahaan pemasaran batu bara.",null
2045,ORGANIZATION,"Perusahaan farmasi",null
2046,ORGANIZATION|PERSON,"PT Tempo Scan Pacific Tbk",null
2047,PERSON,"TSPC",null
,,"di",null
2048,OTHER,"Jakarta,",1935
2049,OTHER,"Jumat,",null
,,"menyatakan perolehan laba bersih",null
2050,OTHER,"nya",null
,,"dalam",null
2051,TIME,"tiga bulan",null
,,"pertama yang berakhir",null
2052,TIME,"Maret 2007",null
,,"naik",null
2053,NUM,"12,83 persen",null
,,"menjadi",null
2054,THINGS|NUM,"Rp 106,93 miliar",null
,,"dari",null
2055,THINGS|NUM,"Rp 94,77 miliar",null
,,"pada",null
2056,OTHER,"periode sama",null
,,"tahun lalu.",null
2057,EVENT,"Laporan keuangan",null
2058,EVENT,"konsolidasi kuartalan",null
2059,EVENT,"perseroan",null
,,"memperlihatkan",null
2060,EVENT|OTHER,"pertumbuhan laba bersih tersebut",null
,,"didukung oleh penjualan bersih",null
2061,OTHER,"nya",null
,,"yang meningkat dari",null
2062,THINGS|NUM,"Rp 638,29 miliar",null
,,"pada",null
2063,OTHER|NUM,"kuartal pertama 2006",null
,,"menjadi",null
2064,THINGS|NUM,"Rp 732,94 miliar",null
,,"pada",null
2065,OTHER|NUM,"kuartal pertama 2007.",null
,,"Sementara",null
2066,OTHER,"laba usaha perseroan",null
,,"dalam",null
2067,OTHER,"periode tersebut",null
,,"tampak naik tipis dari semula",null
2068,THINGS|NUM,"Rp 117,27 miliar",null
,,"menjadi",null
2069,THINGS|NUM,"Rp 117,82 miliar",null
,,"dan",null
2070,OTHER,"laba bersih",null
,,"per",null
2071,PERSON,"saham",null
,,"meningkat dari",null
2072,THINGS,"Rp 21",null
,,"pada",null
2073,THINGS,"kuartal pertama 2006",null
,,"menjadi",null
2074,THINGS|NUM,"Rp 24",null
2075,NUM,"kuartal pertama 2007.",null
,,"Sedangkan untuk tahun yang berakhir",null
2076,TIME,"Desember 2006,",null
2077,TIME,"perseroan",null
,,"membukukan laba bersih",null
2078,THINGS|NUM,"Rp 272,58 miliar,",null
,,"turun",null
2079,OTHER|NUM,"8,16 persen",null
,,"dibanding",null
2080,OTHER,"periode sama",null
,,"tahun sebelum",null
2081,OTHER,"nya",null
2082,OTHER|THINGS|NUM,"Rp 296,82 miliar.",null
2083,TITLE,"Direktur Utama",null
2084,ORGANIZATION,"PT Bursa Efek Surabaya",null
2085,ORGANIZATION,"BES",null
2086,ORGANIZATION,"Bastian Purnama",null
,,"di",null
2087,OTHER,"Jakarta,",1935|2004
2088,OTHER,"Jumat,",2005
,,"mengatakan pihak",null
2089,OTHER,"nya",null
,,"kembali akan melakukan",null
2090,OTHER,"pelelangan",null
,,"atas",null
2091,PERSON,"23",null
2092,PERSON|ORGANIZATION,"saham BES",2003
2093,ORGANIZATION,"kategori A",null
2094,ORGANIZATION,"treasury stock",null
,,"pada",null
2095,TIME,"4 Juni 2007",null
,,"di",null
2096,OTHER,"Jakarta.",1935|2004
2097,OTHER|ORGANIZATION,"Ke-23 saham BES",null
,,"yang akan dilelang tersebut atas nama",null
2098,ORGANIZATION,"PT Inti Prebon Securities,",null
2099,ORGANIZATION,"PT Mashill Jaya Sekuritas,",null
2100,ORGANIZATION,"PT Trisula Cipta Dana,",null
2101,ORGANIZATION,"PT Pamamitra Artha Pertiwi,",null
2102,ORGANIZATION,"PT Kestrel Sekuritas Surabaya,",null
2103,ORGANIZATION,"PT Finanza Indonesia,",null
2104,ORGANIZATION,"PT Pentasena Arthasentosa",null
,,"dan",null
2105,ORGANIZATION|OTHER,"PT Bomar Sekuritas.",null
,,"Selanjutnya,",null
2106,OTHER,"saham",2007|2024
,,"atas nama",null
2107,ORGANIZATION|OTHER,"PT Bintang Nusantara Sekuritas,",null
2108,ORGANIZATION|OTHER,"PT GS Capital,",null
2109,ORGANIZATION|OTHER,"PT Intan Artha,",null
2110,ORGANIZATION,"PT Ramayana Artha Perkasa,",null
2111,ORGANIZATION|OTHER,"PT Primarindo Securities,",null
2112,ORGANIZATION|OTHER,"PT Dhanapasifik Securities,",null
2113,ORGANIZATION,"PT Bumi Arta Securindo,",null
2114,ORGANIZATION,"PT Buana Securities,",null
2115,ORGANIZATION|OTHER,"PT Unisecurindoa Abadi.",null
,,"Kemudian,",null
2116,OTHER|ORGANIZATION,"saham BES",null
,,"atas nama",null
2117,ORGANIZATION,"PT Inter Pacific Securities,",null
2118,ORGANIZATION,"PT Indoverse Securities,",null
2119,ORGANIZATION,"PT Arga Artha Securities,",null
2120,ORGANIZATION,"PT CIMB Niaga Securities,",null
2121,ORGANIZATION,"PT General Capital",null
,,"dan",null
2122,ORGANIZATION|OTHER,"PT Muara Securities.",null
2123,PERSON,"Perolehan laba bersih",null
2124,ORGANIZATION,"PT Inco Tbk",null
,,"sampai",null
2125,OTHER|NUM,"triwulan pertama K1 2007",null
,,"naik",null
2126,NUM,"426 persen",null
,,"menjadi",null
2127,NUM|THINGS,"227,8 juta dolar AS",null
,,"unaudited dibandingkan",null
2128,OTHER,"periode sama",null
,,"sebelum",null
2129,OTHER,"nya,",null
,,"sedangkan",null
2130,OTHER,"penjualan",null
,,"naik",null
2131,NUM,"146 persen",null
,,"menjadi",null
2132,NUM|THINGS|OTHER,"446,7 juta dolar AS.",null
2133,OTHER,"Harga realisasi rata-rata",null
2134,OTHER,"nikel",null
,,"dalam",null
2135,OTHER,"matte",null
2136,ORGANIZATION,"PT Inco",null
2137,OTHER|NUM|THINGS,"sebesar 29,149 dolar AS",null
,,"per",null
2138,THINGS,"ton",null
,,"pada",null
2139,THINGS,"K1 2007",null
,,"atau lebih baik dibandingkan",null
2140,OTHER,"periode sama",null
,,"sebelum",null
2141,OTHER,"nya",null
2142,NUM|THINGS,"11,136 dolar AS",null
,,"per",null
2143,THINGS,"ton.",null
,,"Produksi",null
2144,PERSON,"nikel",null
,,"dalam",null
2145,OTHER,"matte",null
,,"untuk",null
2146,THINGS,"K1 2007",null
2147,THINGS|NUM,"sebesar 17.98 ton",null
,,"dibandingkan",null
2148,OTHER,"periode sama",null
,,"sebelum",null
2149,OTHER,"nya",null
2150,OTHER,"17.361 ton.",null
2151,TITLE|LOCATION|OTHER,"Menteri Keuangan Jepang Koji Omi,",null
,,"menurut",null
2152,OTHER,"rencana",null
,,"dalam",null
2153,OTHER,"waktu dekat ini",null
,,"akan berkunjung ke",null
2154,OTHER,"Jakarta,",2004|2048|2087|2096
,,"guna memperkukuh",null
2155,OTHER,"hubungan bilateral",null
2156,NUM|OTHER,"kedua negara,",null
,,"khusus",null
2157,PERSON,"nya",null
2158,PERSON,"peningkatan kerja sama",null
,,"di",null
2159,OTHER,"sektor keuangan,",null
,,"menyusul pembubaran",null
2160,ORGANIZATION,"lembaga donor",null
,,"CGI di",null
2161,OTHER,"awal tahun ini.",null
2162,TITLE|LOCATION|PERSON,"Menteri Keuangan Indonesia Sri Mulyani",null
,,"mengemukakan",null
2163,OTHER,"hal itu",null
,,"kepada",null
2164,OTHER,"ANTARA",2107
,,"di",null
2165,OTHER,"Kyoto,",null
2166,OTHER,"Sabtu,",null
,,"sesaat sebelum memasuki seminar yang diadakan dalam rangka",null
2167,OTHER,"pertemuan tahunan",null
2168,ORGANIZATION,"Asian Development Bank",null
2169,ORGANIZATION,"ADB",null
,,"ke-40.",null
2170,LOCATION,"Jepang",null
,,"sangat mendukung",null
