,,,,sehingga\SC akan\MD ada\VB
OTHER,OTHER,OTHER,OTHER,kenaikan\NN defisit\NN
,,,,dan\CC kemungkinan\MD meminta\VB
OTHER,OTHER,OTHER,OTHER,bantuan\NN pinjaman\NN
,,,,berbunga\VB rendah\JJ kepada\IN
OTHER,OTHER,OTHER,OTHER|PERSON-B,Bank\NNP Dunia\NNP
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B|PERSON-I,Pak\NNP Adams\NNP
OTHER,OTHER,OTHER,OTHER,kemarin\NN
OTHER,OTHER,OTHER,OTHER,dia\PRP
,,,,akan\MD membantu\VB
OTHER,OTHER,OTHER,OTHER,Indonesia\NNP
,,,,yang\SC ingin\RB meminta\VB
Location_GPE_Country,Location_GPE,LOCATION,LOCATION-B,IDA\FW
OTHER,OTHER,OTHER,OTHER,International\FW Development\FW Assistance\FW
OTHER,OTHER,OTHER,ORGANIZATION-B,red\NN
,,,,"yang\SC berbunga\VB rendah\JJ ,\Z tapi\CC"
OTHER,OTHER,OTHER,OTHER,kita\PRP
,,,,tahu\VB
OTHER,OTHER,OTHER,OTHER,diri\NN
,,,,juga\RB .\Z
OTHER,OTHER,OTHER,OTHER,Kita\PRP
,,,,kan\RP sudah\MD masuk\VB
OTHER,OTHER,OTHER,OTHER,'\Z middle\FW income\FW countries\FW
,,,,",\Z jadi\SC jangan-jangan\RB susah\JJ .\Z"
,,,,"Namun\CC ,\Z"
OTHER,OTHER,OTHER,OTHER,dia\PRP
,,,,menambahkan\VB kemungkinan\NN mengajukan\VB pinjaman\NN berbunga\VB rendah\JJ ke\IN
OTHER,OTHER,ORGANIZATION,OTHER|LOCATION-B,Bank\NNP Dunia\NNP
,,,,hanya\RB sebagai\IN
OTHER,OTHER,OTHER,OTHER,tindakan\NN antisipasi\NN
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B|OTHER,Bunga\NN pinjaman\NN
Organization_Political_Government,Organization_Political,ORGANIZATION,ORGANIZATION-B,IDA\FW
OTHER|Countx_N-Person,OTHER|Countx_N-Person,OTHER|THINGS,OTHER|QUANTITY-B,hanya\RB sekitar\IN -\Z 2\CD persen\CD
,,,,per\IN
OTHER,OTHER,THINGS,OTHER,tahun\NN
,,,,.\Z
OTHER,OTHER,OTHER,OTHER,Kita\PRP
,,,,pengen\X menunjukkan\VB kayak-kayaknya\X nih\UH kalau\SC
OTHER,OTHER,OTHER,OTHER,besok\NN
,,,,"susah\JJ ,\Z"
OTHER,OTHER,OTHER,OTHER,kita\PRP
,,,,mau\MD minjam\VB ke\IN
OTHER,OTHER,OTHER,OTHER|LOCATION-B,Bank\NNP Dunia\NNP
,,,,",\Z tutur\VB"
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,.\Z
,,,,Kehadiran\NN
Product_Title_Position-Vocation|Person,Product_Title|Organization_Political,TITLE|ORGANIZATION,PERSON-I|ORGANIZATION-B,Meneg\NN PPN\NN
,,,,/\Z
OTHER|Product_Title_Position-Vocation,OTHER|Product_Title,OTHER|TITLE,OTHER,Kepala\NN Bappenas\NN
Product_Title_Position-Vocation,Product_Title,ORGANIZATION,ORGANIZATION-B,sendiri\NN
OTHER,OTHER,OTHER,OTHER,IMF\NNP /\Z WB\NNP
,,,,itu\PR sebagai\IN
Person|OTHER,Person|OTHER,ORGANIZATION|OTHER,ORGANIZATION-B,Alternate\FW Governor\FW
OTHER,OTHER,OTHER,ORGANIZATION-B|OTHER,Bank\NNP Dunia\NNP
OTHER,OTHER,OTHER,OTHER,Indonesia\NNP
,,,,",\Z sedangkan\CC"
OTHER,OTHER,PERSON,PERSON-I,Governor\FW
OTHER,OTHER,OTHER,ORGANIZATION-B|ORGANIZATION-I,Bank\NNP Dunia\NNP
OTHER,OTHER,OTHER,OTHER,Indonesia\NNP
,,,,adalah\VB
OTHER,OTHER,OTHER,OTHER|PERSON-B|ORGANIZATION-B,Menkeu\NNP Sri\NNP Mulyani\NNP Indrawati\NNP
,,,,.\Z
Person,Location_GPE,LOCATION,LOCATION-B,Jepang\NNP
,,,,menghibahkan\VB
Countx_N-Person|OTHER|Location_GPE_Country,Countx_N-Person|OTHER|Location_GPE,PERSON|OTHER|LOCATION,QUANTITY-B|QUANTITY-I|OTHER|ORGANIZATION-B,1\CD juta\CD dolar\NN AS\NNP
,,,,yang\SC berasal\VB dari\IN
OTHER|Person,OTHER|Person,OTHER|PERSON,LOCATION-B|OTHER|PERSON-B|PERSON-I,Policy\FW and\FW Human\FW Resource\FW Development\FW
Person,Person,PERSON,ORGANIZATION-B,PHRD\FW
Person|OTHER,Person|OTHER,PERSON|OTHER,ORGANIZATION-I,Trust\FW Fund\FW
,,,,",\Z untuk\SC mendukung\VB penguatan\NN"
OTHER,OTHER,OTHER,OTHER,sistem\NN administrasi\NN perpajakan\NN
,,,,dan\CC
OTHER,OTHER,OTHER,OTHER,perbaikan\NN pelayanan\NN
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B|OTHER,Sistem\NN administrasi\NN perpajakan\NN
,,,,adalah\VB
OTHER,OTHER,OTHER,OTHER,faktor\NN kunci\NN
,,,,dalam\IN upaya\NN memperbaiki\VB
OTHER,OTHER,OTHER,OTHER,iklim\NN investasi\NN
,,,,dan\CC memobilisasi\VB
OTHER,OTHER,OTHER,OTHER,pendanaan\NN
,,,,untuk\IN
OTHER,OTHER,OTHER,OTHER,pembangunan\NN
,,,,.\Z
Product_Title_Position-Vocation,Location_GPE,LOCATION,LOCATION-B,Jepang\NNP
,,,,tetap\RB berkomitmen\VB untuk\SC membantu\VB
OTHER|Location_GPE_Country,OTHER|Location_GPE,OTHER|LOCATION,OTHER|LOCATION-B,pemerintah\NNP Indonesia\NNP
,,,,memperbaiki\VB sistem\NN pajak\NN
OTHER,OTHER,OTHER,OTHER,mereka\PRP
,,,,",\Z kata\VB"
Person|OTHER,Person|OTHER,PERSON|OTHER,OTHER|PERSON-B,Ken\NNP Okinawa\NNP
,,,,",\Z pejabat\NN"
OTHER|Location_GPE_Country,OTHER|Location_GPE,OTHER|LOCATION,OTHER|PERSON-B,Kedutaan\NNP Besar\NNP Jepang\NNP
,,,,di\IN
Location_GPE_Country,Location_GPE,LOCATION,LOCATION-B,Jakarta\NNP
,,,,dalam\IN siaran_pers\NN
OTHER|Organization_Political_Other,OTHER|Organization_Political,ORGANIZATION,OTHER,Bank\NNP Dunia\NNP
,,,,yang\SC diterima\VB
OTHER,OTHER,OTHER,OTHER,ANTARA\NNP
,,,,",\Z"
OTHER,OTHER,OTHER,OTHER,Jumat\NNP
,,,,.\Z
,,,,Sedangkan\CC
Product_Title_Position-Vocation|OTHER,Product_Title|OTHER,TITLE|OTHER,OTHER|ORGANIZATION-B|ORGANIZATION-I,Dirjen\NNP Pajak\NNP Depkeu\NNP
,,,,",\Z"
Person,Person,OTHER|PERSON,OTHER|PERSON-B,Darmin\NNP Nasution\NNP
,,,,mengatakan\VB pihak\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,menyambut\VB baik\JJ
OTHER,OTHER,OTHER,OTHER,dukungan\NN masyarakat\NN internasional\JJ
,,,,terhadap\IN
OTHER,OTHER,OTHER,OTHER,reformasi\NN perpajakan\NN
,,,,yang\SC tengah\MD dilakukan\VB pihak\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B,Hibah\NN
,,,,dari\IN
Location_GPE_Country,Location_GPE,LOCATION,LOCATION-B,Jepang\NNP
,,,,akan\MD digunakan\VB untuk\SC membiayai\VB
OTHER,OTHER,OTHER,OTHER,sebuah\NND kajian\NN
,,,,atas\IN praktik\NN
OTHER,OTHER,OTHER,OTHER,kami\PRP
,,,,selama\IN
OTHER,OTHER,OTHER,OTHER,ini\PR
,,,,dan\CC membuat\VB
OTHER,OTHER,OTHER,OTHER,sebuah\NND rencana\NN reformasi\NN
,,,,yang\SC komprehensif\JJ dalam\IN bidang\NN
Product_Food_Other|OTHER,OTHER,THINGS|OTHER,OTHER,proses\NN bisnis\NN
,,,,",\Z"
OTHER,Organization_Political,ORGANIZATION,OTHER,IT\FW
,,,,dan\CC
OTHER,OTHER,OTHER,OTHER,pengembangan\NN sumber_daya\NN
,,,,",\Z kata\VB"
OTHER,OTHER,OTHER,OTHER,Darmin\NNP
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B|OTHER,Saat\NN ini\PR
,,,,",\Z"
Location_GPE_Country,Location_GPE,LOCATION,OTHER,Jepang\NNP
,,,,tengah\MD berkolaborasi\VB dengan\IN
OTHER|Organization_Political_Government,OTHER|Organization_Political,ORGANIZATION,OTHER|PERSON-B,Bank\NNP Dunia\NNP
,,,,membantu\VB
OTHER|Event_Occasion_Religious-Festival,OTHER|Event_Occasion,THINGS,OTHER|PERSON-B,Ditjen\NNP Pajak\NNP
,,,,dalam\IN modernisasi\NN rencana\NN untuk\SC mendukung\VB reformasi\NN
OTHER,OTHER,OTHER,OTHER,lembaga\NN dan\CC organisasi\NN
,,,,",\Z kemampuan\NN"
OTHER,OTHER,OTHER,OTHER,IT\FW
,,,,",\Z dan\CC"
OTHER,OTHER,OTHER,ORGANIZATION-B|OTHER,manajemen\NN sumber_daya_manusia\NN
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B|OTHER,Pejabat\NN sementara\RB
OTHER,OTHER,TITLE,PERSON-B|PERSON-I,Country\FW Director\FW
OTHER,OTHER|Person,ORGANIZATION,ORGANIZATION-B|ORGANIZATION-I,Bank\NNP Dunia\NNP
,,,,untuk\IN
OTHER,OTHER,OTHER,PERSON-B,Indonesia\NNP
,,,,",\Z"
OTHER|Organization_Political_Military,Person,OTHER|PERSON,OTHER|PERSON-B,Joel\NNP Hellman\NNP
,,,,menganggap\VB bahwa\SC
OTHER|Location_GPE_City,OTHER|Location_GPE,OTHER|LOCATION,OTHER,pemerintah\NNP Indonesia\NNP
,,,,telah\MD melakukan\VB
OTHER,OTHER,OTHER,OTHER,awalan\NN yang\SC sangat\RB baik\JJ
,,,,dalam\IN
OTHER,OTHER,OTHER,OTHER,agenda\NN reformasi\NN pajak\NN
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B,Pemerintah\NN
,,,,akan\MD terus\RB menjaga\VB
OTHER,OTHER,OTHER,OTHER,ketahanan\NN fiskal\JJ
,,,,Indonesia\NNP atas\IN kemungkinan\NN terjadinya\NN
OTHER,OTHER,OTHER,OTHER,over\FW exposure\FW
OTHER,OTHER,OTHER,OTHER,paparan\NN berlebihan\JJ
OTHER|Location_GPE_Country,OTHER|Location_GPE,OTHER|LOCATION,OTHER|LOCATION-B,ekonomi\NN Indonesia\NNP
,,,,dari\IN
OTHER,OTHER,OTHER,OTHER,pihak\NN luar\NN
,,,,dengan\SC
OTHER,OTHER,OTHER,OTHER,cara\NN
,,,,terus\RB memonitor\VB
OTHER,OTHER,OTHER,OTHER,seluruh\CD pinjaman\NN luar_negeri\NN
,,,,mengingat\IN banyak\CD
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,perusahaan_swasta\NN yang\SC
OTHER,OTHER,OTHER,OTHER,kini\NN
,,,,sedang\MD melirik\VB
OTHER,OTHER,OTHER,OTHER,pembiayaan\NN luar_negeri\NN
,,,,.\Z
OTHER,OTHER,OTHER,OTHER,Ini\PR
,,,,akan\MD mempengaruhi\VB neraca_pembayaran\NN
OTHER,OTHER,OTHER,OTHER,kita\PRP
,,,,.\Z
,,,,Karena\SC
OTHER,OTHER,OTHER,OTHER,itu\PR
,,,,perlu\MD
OTHER,OTHER,OTHER,OTHER,kita\PRP
,,,,"monitor\VB dengan\IN baik\JJ ,\Z kata\VB"
Product_Title_Position-Vocation|OTHER,Product_Title|OTHER,TITLE|OTHER,OTHER,Gubernur\NNP BI\NNP
,,,,",\Z"
OTHER|Person,OTHER|Location_GPE,OTHER|PERSON,LOCATION-B|OTHER,Burhanuddin\NNP Abdullah\NNP
,,,,usai\SC
OTHER,OTHER,OTHER,PERSON-I|OTHER,rapat\NN koordinasi\NN terbatas\JJ
OTHER,OTHER,OTHER,OTHER,rakortas\NN
OTHER,OTHER,OTHER,OTHER,exposure\FW
,,,,ekonomi\NN Indonesia\NNP terhadap\IN
OTHER,OTHER,OTHER,OTHER|LOCATION-B,luar_negeri\NN
,,,,di\IN
OTHER|Location_GPE_County,OTHER|Location_GPE,OTHER|LOCATION,OTHER,Gedung\NNP Depkeu\NNP Jakarta\NNP
,,,,",\Z"
OTHER,OTHER,OTHER,LOCATION-B,Senin\NNP
,,,,.\Z
OTHER,OTHER,OTHER,OTHER,Dia\PRP
,,,,"mengatakan\VB ,\Z rakortas\NN yang\SC dihadiri\VB"
OTHER,OTHER,OTHER,OTHER,seluruh\CD
,,,,pengambil\NN
OTHER,OTHER,OTHER,OTHER,kebijakan\NN moneter\JJ dan\CC fiskal\JJ
,,,,itu\PR belum\NEG menentukan\VB apakah\SC
OTHER,OTHER,OTHER,OTHER|ORGANIZATION-B,Tim\NN Koordinasi\NN
OTHER|Event_Occasion_Religious-Festival,OTHER|Event_Occasion,OTHER|EVENT,ORGANIZATION-I|OTHER,Pinjaman\NN Komersial\JJ Luar_Negeri\NN
OTHER,OTHER,OTHER,PERSON-B,PKLN\NN
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B|OTHER,Pembahasan\NN tadi\PR
,,,,masih\MD dalam\IN
OTHER,OTHER,OTHER,OTHER,tahap\NN awal\NN
,,,,.\Z
,,,,Pertanyaan\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,apakah\SC
OTHER,OTHER,OTHER,OTHER,kita\PRP
,,,,masih\MD meneruskan\VB
OTHER,OTHER,OTHER,OTHER,tim\NN itu\PR
,,,,",\Z kata\VB"
OTHER,OTHER,OTHER,OTHER,Gubernur\NN
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B,Burhanuddin\NNP
,,,,menegaskan\VB
OTHER,OTHER,OTHER,OTHER,rakortas\NN
,,,,sama_sekali\RB tidak\NEG dibahas\VB
OTHER,OTHER,OTHER,OTHER,adanya\NN pembatasan\NN pinjaman\NN
,,,,"yang\SC dilakukan\VB oleh\IN swasta\JJ ,\Z termasuk\VB"
OTHER,OTHER,OTHER,OTHER,BUMN\NN
,,,,.\Z
,,,,Menurut\IN
OTHER,OTHER,OTHER,OTHER|ORGANIZATION-B,data\NN BI\NNP
,,,,",\Z outstanding\FW"
OTHER|Product_Material,OTHER|Organization_Political,OTHER|ORGANIZATION,OTHER,pinjaman\NN LN\NN
,,,,"Indonesia\NNP ,\Z termasuk\VB"
OTHER,OTHER,OTHER,OTHER,pemerintah\NN
,,,,"dan\CC swasta\JJ ,\Z pada\IN"
OTHER|Numex_Ordinal-Number,OTHER|Timex_Date,OTHER|TIME,OTHER,tahun\NN 2006\CD
,,,,berada\VB pada\IN
OTHER,OTHER,OTHER,DATETIME-B,trend\FW
,,,,yang\SC menurun\VB hingga\SC mencapai\VB
Countx_N-Person|OTHER,Countx_N-Person|OTHER|Organization_Political,PERSON|OTHER|ORGANIZATION,OTHER|QUANTITY-B,"125,257\CD miliar\CD dolar\NN AS\NNP"
,,,,per\IN
Timex_Date|OTHER,Timex_Date|OTHER,TIME|OTHER,QUANTITY-B|OTHER,Desember\NNP 2006\CD
,,,,.\Z
,,,,Sedangkan\CC outstanding\FW
OTHER|Organization_Political_Party,OTHER|Organization_Political,OTHER|ORGANIZATION,OTHER|ORGANIZATION-B,pinjaman\NN LN\NN
,,,,pada\IN
OTHER|Person,OTHER|Location_GPE,OTHER|PERSON,OTHER|PERSON-B,akhir\NN triwulan\NN I\OD /\Z 2006\CD
,,,,mencapai\VB
OTHER|Countx_N-Person,OTHER|Countx_N-Person,OTHER|PERSON,OTHER|QUANTITY-B,"134,627\CD miliar\CD dolar\NN AS\NNP"
,,,,",\Z turun\VB menjadi\VB"
OTHER|Countx_N-Person,OTHER|Countx_N-Person,OTHER|PERSON,ORGANIZATION-B|OTHER,"129,934\CD miliar\CD dolar\NN AS\NNP"
,,,,pada\IN
OTHER|Numex_Ordinal-Number,OTHER|Person,OTHER|NUM,OTHER|QUANTITY-B,akhir\NN triwulan\NN II\OD /\Z 2006\CD
,,,,",\Z dan\CC menjadi\VB"
OTHER|Countx_N-Person,OTHER|Countx_N-Person,OTHER|PERSON,OTHER,"127,528\CD miliar\CD dolar\NN AS\NNP"
,,,,pada\IN
Organization_Political_Party|OTHER,Organization_Political|OTHER,ORGANIZATION|OTHER,OTHER|QUANTITY-B,akhir\NN triwulan\NN III\OD /\Z 2006\CD
,,,,.\Z
OTHER|Facility_Line_Road,Organization_Political|Person,ORGANIZATION|PERSON,ORGANIZATION-B|ORGANIZATION-I,PT\NNP Astra\NNP Otoparts\NNP Tbk\NNP
,,,,menjual\VB kepemilikan\NN saham\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,di\IN
OTHER|Location_GPE_Country,OTHER|Location_GPE,ORGANIZATION|LOCATION,LOCATION-B|LOCATION-I,PT\NNP Exedy\NNP Indonesia\NNP
OTHER|Countx_N-Person,OTHER|Countx_N-Person,OTHER|PERSON,OTHER|QUANTITY-B,sebanyak\CD 7.072\CD saham\NN
OTHER,OTHER,OTHER,OTHER,harga\NN
OTHER|Product_Unit_Currency,OTHER|Product_Unit,OTHER|THINGS,OTHER,Rp\SYM 1.835.000\CD
Numex_Money,Numex_Money,NUM,QUANTITY-B,saham\NN
,,,,atau\CC total\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
OTHER|Product_Unit_Currency,OTHER|Product_Unit,OTHER|THINGS,OTHER,"senilai\NN Rp\SYM 12,977\CD miliar\CD"
Numex_Money,Numex_Money,NUM,QUANTITY-B|OTHER,Exedy\NNP Corporation\NNP
,,,,yang\SC berkedudukan\VB di\IN
OTHER,OTHER,OTHER,ORGANIZATION-B,Jepang\NNP
,,,,.\Z
OTHER,OTHER,OTHER,OTHER,Kami\PRP
,,,,telah\MD menandatangani\VB
OTHER,OTHER,OTHER,OTHER,perjanjian\NN pengikatan\NN
,,,,untuk\IN penjualan\NN
OTHER,OTHER,OTHER,OTHER,seluruh\CD saham\NN
,,,,milik\NN
Facility_GOE_Other,Facility_GOE,ORGANIZATION,ORGANIZATION-B|ORGANIZATION-I,PT\NNP Astra\NNP Otoparts\NNP
,,,,di\IN
Facility_GOE_Other,Facility_GOE,ORGANIZATION,LOCATION-B|LOCATION-I,PT\NNP Exedy\NNP Indonesia\NNP
,,,,kepada\IN
Location_GPE_Province|OTHER,Person|OTHER,LOCATION|OTHER,ORGANIZATION-B|ORGANIZATION-I,Exedy\NNP Corporation\NNP
,,,,",\Z kata\VB"
Product_Title_Position-Vocation|OTHER,Product_Title|Organization_Political|OTHER,TITLE|ORGANIZATION|OTHER,OTHER|ORGANIZATION-B|ORGANIZATION-I,Sekretaris\NNP Perusahaan\NNP Astra\NNP Otoparts\NNP
,,,,",\Z"
OTHER|Person,OTHER|Person,OTHER|PERSON,ORGANIZATION-I|OTHER,Kartina\NNP Rahayu\NNP
,,,,di\IN
OTHER,OTHER,OTHER,PERSON-I,Jakarta\NNP
,,,,",\Z"
OTHER,OTHER,OTHER,OTHER,Senin\NNP
,,,,.\Z
,,,,Menurut\IN
OTHER,OTHER,OTHER,OTHER,dia\PRP
,,,,",\Z"
OTHER,OTHER,OTHER,OTHER,penjualan\NN saham\NN tersebut\PR
,,,,akan\MD berlaku\VB efektif\JJ apabila\SC syarat-syarat\NN sebagaimana\SC termuat\VB dalam\IN
OTHER,OTHER,OTHER,OTHER,perjanjian\NN pengikatan\NN jual_beli\NN saham\NN
,,,,telah\MD terpenuhi\VB .\Z
OTHER,OTHER,OTHER,OTHER,Dia\PRP
,,,,mengatakan\VB
OTHER,OTHER,OTHER,OTHER,transaksi\NN tersebut\PR
,,,,tidak\NEG mengandung\VB
OTHER,OTHER,OTHER,OTHER,unsur\NN benturan\NN kepentingan\NN
,,,,dilihat\VB dari\IN sisi\NN
OTHER,OTHER,OTHER,OTHER,direksi\NN
,,,,",\Z"
OTHER,OTHER,OTHER,OTHER,komisaris\NN
,,,,dan\CC
OTHER,OTHER,OTHER,OTHER,pemegang_saham\NN utama\JJ
,,,,.\Z
,,,,Lagi_pula\CC nilai\NN
OTHER,OTHER,OTHER,OTHER,nya\PRP
OTHER,OTHER,OTHER,OTHER,tidak\NEG cukup\JJ material\NN
OTHER|Countx_N-Person,OTHER|Numex_Percent,OTHER|NUM,OTHER|QUANTITY-B,kurang\RB 10\CD persen\CD
,,,,dari\IN
OTHER,OTHER,OTHER,OTHER,pendapatan\NN
,,,,dan\CC
OTHER|Numex_Percent,OTHER|Numex_Percent,OTHER|NUM,OTHER|QUANTITY-B,20\CD persen\CD
,,,,dari\IN
OTHER,OTHER,OTHER,OTHER,ekuitas\NN
,,,,",\Z tambah\VB"
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,.\Z
OTHER|Person,OTHER|Product_Title|Person,OTHER|TITLE|PERSON,PERSON-B|PERSON-I,Menkeu\NNP Sri\NNP Mulyani\NNP Indrawati\NNP
,,,,membebaskan\VB
OTHER,OTHER,OTHER,OTHER,tarif\NN akhir\NN
OTHER,OTHER,OTHER,OTHER,bea_masuk\NN
OTHER,Organization_Political,ORGANIZATION,ORGANIZATION-B,BM\NN
,,,,atas\IN
OTHER,OTHER,OTHER,OTHER,impor\NN bahan_baku\NN
,,,,untuk\IN
OTHER,OTHER,OTHER,OTHER,pembuatan\NN komponen\NN kendaraan_bermotor\NN
,,,,oleh\IN
OTHER,OTHER,OTHER,OTHER,industri\NN komponen\NN kendaraan_bermotor\NN
,,,,.\Z
OTHER,OTHER,OTHER,PERSON-B|OTHER,Ketentuan\NN tersebut\PR
,,,,diatur\VB dalam\IN
OTHER|Timex_Date|Periodx_Time,OTHER|Product_Doctrine|Timex_Date|Periodx_Day,OTHER|THINGS|TIME,LOCATION-B|OTHER|QUANTITY-B,Permenkeu\NNP No\NNP .\NNP 34\NNP /\NNP PMK.011\NNP /\NNP 2007\NNP
,,,,tanggal\NN 3\CD April\NNP 2007\CD dan\CC mulai\MD berlaku\VB
Countx_N-Person|OTHER,Countx_N-Person|OTHER,TIME|OTHER,OTHER,30\CD hari\NN
,,,,setelah\SC ditetapkan\VB selama\IN
Periodx_Time|OTHER,Periodx_Time|OTHER,TIME|OTHER,OTHER,satu\CD tahun\NN
,,,,sejak\IN tanggal\NN berlaku\VB .\Z
OTHER,OTHER,OTHER,OTHER,Dia\PRP
,,,,"menambahkan\VB ,\Z"
OTHER|Location_GPE_City,OTHER|Location_GPE,OTHER|ORGANIZATION,OTHER,permohonan\NN pembebasan\NN BM\NN
,,,,harus\MD diajukan\VB kepada\IN
Product_Title_Position-Vocation|Person,Product_Title|Organization_Political,TITLE|PERSON,OTHER|PERSON-B|PERSON-I,Dirjen\NNP Bea\NNP Cukai\NNP Depkeu\NNP
,,,,dengan\SC melampirkan\VB antara\IN lain\JJ NPWP\NN ;\Z
OTHER,OTHER,OTHER,ORGANIZATION-B|OTHER,surat_izin\NN usaha\NN
,,,,dari\IN
OTHER,OTHER,OTHER,OTHER,departemen\NN /\Z instansi\NN
,,,,terkait\VB ;\Z daftar\NN
OTHER,OTHER,OTHER,OTHER,jumlah\NN
,,,,",\Z"
Facility_GOE_Worship-Place|OTHER,OTHER,OTHER,OTHER,jenis\NN spesifikasi\NN
,,,,dan\CC
OTHER,OTHER,OTHER,OTHER,harga\NN barang\NN
,,,,;\Z dan\CC
OTHER,OTHER,OTHER,OTHER,keterangan\NN verifikasi\NN
,,,,oleh\IN
OTHER,OTHER,OTHER,OTHER,surveyor\FW
,,,,yang\SC ditunjuk\VB
OTHER,OTHER,OTHER,OTHER,pemerintah\NN
,,,,.\Z
OTHER,Organization_Political|OTHER,ORGANIZATION|OTHER,PERSON-B|OTHER,Perusahaan\NN alat\NN berat\JJ
OTHER|Person,OTHER|Person,ORGANIZATION|PERSON,ORGANIZATION-B|ORGANIZATION-I,PT\NNP United\NNP Tractors\NNP Tbk\NNP
Person,Person,PERSON,ORGANIZATION-I,UNTR\NNP
,,,,melalui\IN anak_perusahaan\NN yang\SC dimiliki\VB sepenuh\JJ
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,oleh\IN
OTHER,OTHER,OTHER,OTHER,perseroan\NN
,,,,",\Z yaitu\SC"
OTHER|Person,OTHER|Person,ORGANIZATION|PERSON,OTHER|ORGANIZATION-B|ORGANIZATION-I,PT\NNP Pamapersada\NNP Nusantara\NNP Pama\NNP
,,,,membeli\VB
Countx_N-Person|OTHER,Countx_N-Person|OTHER,PERSON|OTHER,OTHER|QUANTITY-B,99\CD persen\CD kepemilikan\NN saham\NN
OTHER|Person,OTHER|Person,OTHER|PERSON,OTHER|PERSON-B|PERSON-I,Dynamics\NNP Acres\NNP Sdn\NNP Bhd\NNP
Person,Person,ORGANIZATION,PERSON-I,DASB\NNP
,,,,pada\IN sebuah\NND
OTHER,OTHER,OTHER,OTHER,perusahaan\NN pertambangan\NN batu_bara\NN
Facility_GOE_School|Person,Facility_GOE,FACILITY,OTHER|ORGANIZATION-B|ORGANIZATION-I,PT\NNP Dasa\NNP Eka\NNP Jasatama\NNP
Person,Facility_GOE,FACILITY,ORGANIZATION-I,DEJ\NNP
,,,,dengan\IN
OTHER,OTHER,OTHER,OTHER,nilai\NN maksimal\JJ
OTHER|Countx_N-Facility,OTHER|Countx_N-Facility,OTHER|THINGS,OTHER|QUANTITY-B,"19,50\CD juta\CD dolar\NN AS\NNP"
OTHER,OTHER,OTHER,OTHER,Sebagian\CD
,,,,dari\IN
OTHER,OTHER,OTHER,OTHER,jumlah\NN nilai\NN transaksi\NN
,,,,"tersebut\PR ,\Z yaitu\SC"
OTHER|Countx_N-Person|Organization_Political_Government,OTHER|Countx_N-Person|Organization_Political,OTHER|PERSON|ORGANIZATION,OTHER|QUANTITY-B,"sebesar\JJ 14,40\CD juta\CD dolar\NN AS\NNP"
,,,,akan\MD diberikan\VB
OTHER,OTHER,OTHER,ORGANIZATION-B|OTHER,terlebih\RB dahulu\NN
,,,,dalam\IN bentuk\NN
OTHER,OTHER,OTHER,OTHER,suatu\CD
OTHER,OTHER,OTHER,OTHER,bank\FW guarantee\FW
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,kepada\IN
OTHER,OTHER,OTHER,OTHER,DASB\NNP
,,,,akan\MD tunduk\VB pada\IN
OTHER,OTHER,OTHER,OTHER|PERSON-B,ketentuan\NN dan\CC persyaratan\NN
,,,,yang\SC diatur\VB dalam\IN
OTHER,OTHER,OTHER,OTHER,perjanjian\NN jual_beli\NN saham\NN
,,,,",\Z kata\VB"
OTHER,OTHER|Product_Title,OTHER|TITLE,OTHER,Wakil\NNP Presdir\NNP UNTR\NNP
,,,,",\Z"
OTHER,Product_Title|OTHER,ORGANIZATION|OTHER,OTHER,Djoko\NNP Pranoto\NNP
,,,,",\Z dalam\IN laporan\NN"
OTHER,OTHER,OTHER,ORGANIZATION-B,nya\PRP
,,,,kepada\IN
OTHER,OTHER,OTHER,OTHER|PERSON-B|PERSON-I,Bursa\NNP Efek\NNP Surabaya\NNP
OTHER,OTHER,OTHER,OTHER,BES\NNP
Location_GPE_Country,Location_GPE,LOCATION,OTHER,Jakarta\NNP
,,,,",\Z"
Person,Location_GPE,LOCATION,OTHER,Jumat\NNP
,,,,.\Z
,,,,Menurut\IN
OTHER,OTHER,OTHER,OTHER,nya\PRP
,,,,",\Z transaksi\NN pembelian\NN"
OTHER,OTHER,OTHER,OTHER,saham\NN DEJ\NNP
,,,,tunduk\VB pada\IN
OTHER,OTHER,OTHER,OTHER,ketentuan-ketentuan\NN dan\CC persyaratan-persyaratan\NN
,,,,dalam\IN
